49,0.0,中铁隆工程集团有限公司,13,2,9,,1998-04-06,60000.000000万人民币,成都凯祺瑞企业管理有限公司,张伟瑄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60%,,,,,,,,,,,0.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,张伟瑄,60,
50,5.0,中铁七局集团有限公司,43,436,32,张建国,2000-07-26,260000.000000万人民币,中国中铁股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,王珂平,51,33
,PPP项目数,公司名称,分支机构,周边风险,对外投资,总经理,注册时间,注册资本,股东1,股东2,股东3,股东4,股东5,股东6,股东7,股东8,股东9,股东10,股东11,股东12,股东13,股东14,股东15,股东16,股东17,股东18,股东19,股东20,股东21,股东22,股东23,股东24,股东25,股东26,股东27,股东28,股东29,股东30,股东31,股东32,股东33,股东34,股东35,股东36,股东37,股东38,股东39,股东40,股东41,股东42,股东43,股东44,股东45,股东46,股东47,股东48,股东49,股东10持股比例,股东11持股比例,股东12持股比例,股东13持股比例,股东14持股比例,股东15持股比例,股东16持股比例,股东17持股比例,股东18持股比例,股东19持股比例,股东1持股比例,股东20持股比例,股东21持股比例,股东22持股比例,股东23持股比例,股东24持股比例,股东25持股比例,股东26持股比例,股东27持股比例,股东28持股比例,股东29持股比例,股东2持股比例,股东30持股比例,股东31持股比例,股东32持股比例,股东33持股比例,股东34持股比例,股东35持股比例,股东36持股比例,股东37持股比例,股东38持股比例,股东39持股比例,股东3持股比例,股东40持股比例,股东41持股比例,股东42持股比例,股东43持股比例,股东44持股比例,股东45持股比例,股东46持股比例,股东47持股比例,股东48持股比例,股东49持股比例,股东4持股比例,股东5持股比例,股东6持股比例,股东7持股比例,股东8持股比例,股东9持股比例,自身风险,董事长,专利,招投标项目总数
0,5.0,中铁上海工程局集团有限公司,41,148,27,孔遁,2010-12-08,230000万人民币,中国中铁股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,荣树森,302,29
1,3.0,中铁十八局集团有限公司,74,638,44,闫广天,1985-03-06,300000.000000万人民币,中国铁建股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,王兴周,467,30
2,4.0,中铁十二局集团有限公司,54,284,45,,1986-05-12,506067.734000万人民币,中国铁建股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,宋津喜,668,28
3,5.0,中铁十七局集团有限公司,44,297,35,文珂,1985-02-02,300372.440000万人民币,中国铁建股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,卢朋,115,29
4,7.0,中铁十四局集团有限公司,68,172,51,吴言坤,1986-10-12,311000.000000万人民币,中国铁建股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,张挺军,338,57
5,7.0,中铁十一局集团有限公司,57,314,47,张树海,2001-08-01,503000.000000万人民币,中国铁建股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,何义斌,511,40
6,3.0,中铁四局集团有限公司,81,381,81,,1986-11-10,455558.940000万人民币,中国中铁股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,许宝成,468,82
7,9.0,中铁五局集团有限公司,35,188,48,,1999-12-29,300000.000000万人民币,中国中铁股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,张润文,324,34
8,7.0,中铁一局集团有限公司,59,312,71,,未公开,317981.830000万人民币,中国中铁股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,张为和,533,76
9,0.0,中信水务产业基金管理有限公司,,0,2,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10,1.0,中信信托有限责任公司,11,720,279,,1988-03-01,1000000.000000万人民币,中国中信有限公司,中信兴业投资集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.00%,,,,,,,,,,,20.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,张翔燕,,4
11,0.0,重庆市城市建设发展有限公司,,3,2,李天富,2000-08-10,26110.000000万人民币,重庆市地产集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,李天富,2,8
12,0.0,周口市仁和药业有限公司,,1,,,2002-12-05,5690万人民币,贾国新,河南海王医药集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.82%,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,杨拴成,,1
13,0.0,涿鹿炎黄蚩三祖文化旅游发展有限公司,,0,,侯健,2012-11-05,500.000000万人民币,涿鹿县三祖文化产业开发管理委员会办公室,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
14,0.0,资兴市成诚投资有限公司,,2,2,,2008-11-11,10000.000000万人民币,资兴市国有资产经营管理中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,王理军,,
15,0.0,阿里巴巴（中国）有限公司,2,0,20,张勇,2007-03-26,15298.000000万美元,Alibaba Group Services Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,张勇,,
16,0.0,北京安信颐和控股有限公司,,4,4,,2011-08-01,20000.000000万人民币,九如城养老产业投资有限公司,上海融创房地产开发集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.00%,,,,,,,,,,,45.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,霍芝林,,
17,0.0,宝钢集团上海浦东钢铁有限公司,4,21,17,,1996-05-23,10000万人民币,中国宝武钢铁集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,19,
18,0.0,北京中资信融投资有限公司,,13,1,,1999-06-14,3000.000000万人民币,鲁欢,刘蒲楠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.00%,,,,,,,,,,,20.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,刘蒲楠,,
19,0.0,大众传媒（北京）有限公司,,0,1,耿秋晨,2005-10-28,100 万人民币,耿秋晨,靳囡囡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.00%,,,,,,,,,,,40.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20,0.0,北京海航基础投资有限公司,,29,14,,2006-06-13,89796.000000万人民币,海航资产管理集团有限公司,海南供销大集供销链网络科技有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54%,,,,,,,,,,,0.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,刘欣,,
21,0.0,北京市华清地热开发集团有限公司,,2,9,,2000-10-24,5000 万元 人民币,北京市华清温泉宾馆有限责任公司,北京市地质勘察技术院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.96%,,,,,,,,,,,2.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,刘少敏,7,9
22,0.0,北京路德文化传媒有限公司,,4,4,张国孟,2015-08-24,684.94 万人民币,林芝中民智德教育有限公司,北京乾坤翰海资本投资管理有限公司,余萧男,张国孟,陈文玮,杨敏,石晶晶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,未公开,未公开,未公开,未公开,,,1,周晓鹏,,
23,0.0,北京市世界旅游城市发展中心,,0,,,,10.0万人民币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3
24,0.0,北京市天银地热开发有限责任公司,,6,,关云峰,2001-09-07,6000 万人民币,北京京能清洁能源电力股份有限公司,北京城建投资发展股份有限公司,北京市地质勘察技术院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.00%,,,,,,,,,,,33.33%,,,,,,,,,,,16.67%,,,,,,,,,,,,,,,,,6,王恒清,10,
25,0.0,中国铁路北京局集团有限公司,129,0,89,,2017-11-13,24895969.000000万人民币,中国铁路总公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,郭竹学,258,13
26,0.0,北京同仁堂股份有限公司,13,28,12,刘向光,1997-06-18,137147.0262 万人民币,中国北京同仁堂集团公司,社会募集,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.00%,,,,,,,,,,,25.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,高振坤,91,14
27,0.0,昌九城际铁路股份有限公司,,0,,徐利锋,2007-12-14,4605096万人民币,（发起人）江西省铁路投资集团公司,（发起人）中国铁路南昌局集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.00%,,,,,,,,,,,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,熊燕斌,,
28,0.0,浙江常山虎跃水泥有限责任公司,1,426,1,,1998-06-04,3000.000000万人民币,郭跃红,毛文均,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.00%,,,,,,,,,,,40.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
29,0.0,张家口崇礼太舞旅游度假有限公司,1,5,3,齐宏,2011-03-08,32600.000000万人民币,张家口崇礼太舞企业管理有限公司,嘉兴贝臣投资合伙企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.02%,,,,,,,,,,,7.98%,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,齐宏,,
30,0.0,宁波合盛集团有限公司,1,38,17,罗立国,2003-05-27,6500.000000万人民币,罗燚,罗立国,罗烨栋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00%,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,4,,,
31,0.0,慈溪建桥投资有限公司,,8,1,陈龙海,2001-07-20,893.500000万人民币,浙江海通食品集团有限公司,德邦控股集团有限公司,环驰轴承集团有限公司,浙江卓力电器集团有限公司,宁波华德汽车零部件有限公司,宁波华野投资有限公司,宁波轩驰投资咨询有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.22%,,,,,,,,,,,22.91%,,,,,,,,,,,22.03%,,,,,,,,,,,16.46%,5.57%,4.36%,2.43%,,,0,陈龙海,,
32,0.0,大连枫叶教育集团有限公司,1,8,8,任书良,2003-05-23,14000.000000万人民币,任书娥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,严美晨,,
33,0.0,中国大唐集团有限公司,13,0,96,,2017-11-29,3700000.000000万人民币,国务院国有资产监督管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,陈进行,13,26
34,0.0,宁波德邦大桥投资有限公司,,7,1,周益民,2008-04-23,5000.000000万人民币,德邦控股集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
35,0.0,国家电网公司东北分部,,0,,,2012-10-16,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,4,
36,0.0,费森尤斯卡比（中国）投资有限公司,,4,7,,2005-03-21,3000.000000万美元,费森尤斯卡比股份公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,刘洪泉,2,7
37,0.0,抚宁光辉文化休闲养老中心,,0,,,,20.00 元/万人民币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
38,2.0,上海复星高科技（集团）有限公司,2,25,50,,2005-03-08,480000.000000万人民币,复星国际有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,陈启宇,3,2
39,0.0,富春控股集团有限公司,1,12,19,张樟生,1993-08-30,84300万人民币,张国标,张樟生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.00%,,,,,,,,,,,20.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,张樟生,3,
40,0.0,富顺首创水务有限公司,,0,,,2015-02-02,2665.000000万人民币,北京首创股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
41,0.0,港铁轨道交通（深圳）有限公司,,0,1,黄琨暐,2004-03-01,(香港元)263600万人民币,港铁深圳投资控股有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,金泽培,,
42,3.0,中国葛洲坝集团第五工程有限公司,31,307,24,冯钧,1996-10-10,110000.000000万人民币,中国葛洲坝集团股份有限公司,中国葛洲坝集团第二工程有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.83%,,,,,,,,,,,2.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,马经红,490,4
43,0.0,碧桂园地产集团有限公司,,175,310,杨文杰,2015-04-20,1394084.0339万人民币,佛山市顺德区宙华投资咨询有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,杨惠妍,,
44,0.0,广西侨旺纸模制品股份有限公司,,0,,潘志宏,2002-12-26,5000.000000万人民币,南宁糖业股份有限公司,南宁美纳纸业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.32%,,,,,,,,,,,20.68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,潘志宏,6,
45,0.0,广西三维铁路轨道制造有限公司,2,3,6,,2009-11-24,10280.000000万人民币,叶继跃,吴善国,叶继艇,广西众维投资合伙企业,王友清,金海兵,郑有营,祖恺先,麻万统,章国平,黄修鹏,刘彪,廖环武,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,未公开,未公开,未公开,未公开,,,,,,,45.00%,,,,,,,,,,,45.00%,,,,,,,,,,,10.00%,,,,,,,,,,,未公开,未公开,未公开,未公开,未公开,未公开,11,,20,
46,0.0,广西上林大染坊茧丝绸有限公司,,7,1,,2007-09-14,1000.000000万人民币,淄博大染坊丝绸集团有限公司,许军,吕学俊,姜治舜,崔立谦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.70%,,,,,,,,,,,31.00%,,,,,,,,,,,7.00%,,,,,,,,,,,1.70%,0.60%,,,,,1,许军,,
47,0.0,丝绸之路集团广西丝绸有限公司,16,10,1,,2006-07-14,1000.000000万人民币,丝绸之路控股集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,凌兰芳,,
48,0.0,广西新峰钢构有限公司,,0,,,2007-10-17,5000.000000万人民币,曹新民,张波,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.00%,,,,,,,,,,,24.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,
49,0.0,南宁永凯实业集团,4,63,,,2002-10-21,"12,000万人民币",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
50,0.0,广西永凯糖纸集团有限责任公司,2,94,5,,1995-02-17,36596.04万人民币,快威投资有限责任公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,
,PPP项目数,公司名称,分支机构,周边风险,对外投资,总经理,注册时间,注册资本,股东1,股东2,股东3,股东4,股东5,股东6,股东7,股东8,股东9,股东10,股东11,股东12,股东13,股东14,股东15,股东16,股东17,股东18,股东19,股东20,股东21,股东22,股东23,股东24,股东25,股东26,股东27,股东28,股东29,股东30,股东31,股东32,股东33,股东34,股东35,股东36,股东37,股东38,股东39,股东40,股东41,股东42,股东43,股东44,股东45,股东46,股东47,股东48,股东49,股东10持股比例,股东11持股比例,股东12持股比例,股东13持股比例,股东14持股比例,股东15持股比例,股东16持股比例,股东17持股比例,股东18持股比例,股东19持股比例,股东1持股比例,股东20持股比例,股东21持股比例,股东22持股比例,股东23持股比例,股东24持股比例,股东25持股比例,股东26持股比例,股东27持股比例,股东28持股比例,股东29持股比例,股东2持股比例,股东30持股比例,股东31持股比例,股东32持股比例,股东33持股比例,股东34持股比例,股东35持股比例,股东36持股比例,股东37持股比例,股东38持股比例,股东39持股比例,股东3持股比例,股东40持股比例,股东41持股比例,股东42持股比例,股东43持股比例,股东44持股比例,股东45持股比例,股东46持股比例,股东47持股比例,股东48持股比例,股东49持股比例,股东4持股比例,股东5持股比例,股东6持股比例,股东7持股比例,股东8持股比例,股东9持股比例,自身风险,董事长,专利,招投标项目总数
0,0.0,北京国电通网络技术有限公司,3,10,3,,2000-03-15,54000.000000万人民币,国网信息通信产业集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,吴文炤,355,8
1,0.0,国家开发投资集团有限公司,17,0,67,,2017-12-05,3380000.000000万人民币,国务院国有资产监督管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,王会生,66,
2,0.0,国家开发银行股份有限公司,41,235,5,蒋超良,1994-07-01,42124836.5382万人民币,中央汇金投资有限责任公司,中华人民共和国财政部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,胡怀邦,,343
3,0.0,中国民用航空局空中交通管理局,,2,6,,,83388万人民币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,113
4,0.0,华体集团有限公司,7,29,14,许方杰,2005-11-01,27364 万人民币,中国奥委会,国家体育总局体育彩票管理中心,国家体育总局机关服务中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.47%,,,,,,,,,,,34.22%,,,,,,,,,,,26.31%,,,,,,,,,,,,,,,,,0,张立增,,12
5,0.0,国投交通控股有限公司,,82,18,汪文发,2013-10-29,200000.000000万人民币,国家开发投资公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,王义军,,
6,0.0,中国医药集团有限公司,,0,26,,2017-11-22,2000000.000000万人民币,国务院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,佘鲁林,99,2
7,0.0,广西海通投资集团有限公司,4,8,4,刘锋,2004-09-21,15000.000000万人民币,刘锋,刘怡,胥麦权,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.87%,,,,,,,,,,,5.00%,,,,,,,,,,,3.13%,,,,,,,,,,,,,,,,,11,刘锋,,
8,0.0,邯郸康业制药有限公司,,21,4,吴广印,2000-11-01,5000.000000万人民币,赵珊,吴广印,谢玉峰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.00%,,,,,,,,,,,6.00%,,,,,,,,,,,2.00%,,,,,,,,,,,,,,,,,6,,,
9,0.0,杭州交投建设工程有限公司,,1,2,樊金甲,1991-07-15,4154.464766万人民币,杭州市交通投资集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,樊金甲,,
10,0.0,宁波杭州湾大桥投资开发有限公司,,51,,孙灏,2001-08-10,7200.000000万人民币,宁波方太厨具有限公司,上海海通环宇投资发展有限公司,卓力电器集团有限公司,宁波华联电子科技有限公司,宁波华德汽车零部件有限公司,慈溪市吉桥投资有限公司,宁波轩驰投资管理有限公司,宁波市杭州湾综合开发有限公司,宁波华野投资有限公司,余姚市杭州湾大桥投资有限公司,环驰轴承集团有限公司,宁波交通投资控股有限公司,中国中钢集团公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,未公开,未公开,未公开,未公开,,,,,,,31.52%,,,,,,,,,,,28.65%,,,,,,,,,,,17.99%,,,,,,,,,,,15.76%,6.09%,未公开,未公开,未公开,未公开,0,张朝君,,
11,0.0,河北东垣投资集团有限公司,,4,5,陈潞谦,2008-12-24,3000.000000万人民币,齐志宾,陈潞谦,陈亮亮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.00%,,,,,,,,,,,30.00%,,,,,,,,,,,20.00%,,,,,,,,,,,,,,,,,1,,,
12,0.0,河北蓝保能源科技集团有限公司,1,1,6,,2010-12-22,13000.000000万人民币,刘子含,邯郸市邯钢附属企业公司,中国农发重点建设基金有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.23%,,,,,,,,,,,37.69%,,,,,,,,,,,23.08%,,,,,,,,,,,,,,,,,0,,4,1
13,0.0,河北省高速公路管理局服务管理中心,,0,1,,未公开,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,32
14,0.0,河南合融置业有限公司,,0,1,王书岭,2011-08-17,1000万人民币,王书岭,河南省合融养老产业集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.00%,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
15,0.0,河南盛润控股集团有限公司,,60,23,李喜朋,2001-10-24,85000.000000万人民币,李喜朋,舒蒲娟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.00%,,,,,,,,,,,49.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,李喜朋,,
16,6.0,湖南建工集团有限公司,31,70,101,周友文,1985-05-15,2000000.000000万人民币,湖南省人民政府国有资产管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,叶新平,79,92
17,0.0,湖南琴岛文化传播有限公司,,21,3,陈奇峰,2003-06-26,1915.370000万人民币,余德华,北京陌陌科技有限公司,陈勇芝,姚劲辉,长沙市环宇文化传播有限公司,周致仁,湖南文化旅游创业投资基金企业（有限合伙）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.00%,,,,,,,,,,,26.44%,,,,,,,,,,,20.91%,,,,,,,,,,,13.64%,13.64%,1.82%,未公开,,,6,余德华,,
